Series Name,Series Code,Country,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Bhutan,BTN,0.3,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Bolivia,BOL,12.9,10.4,10.5,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Bosnia and Herzegovina,BIH,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Botswana,BWA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Brazil,BRA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Bulgaria,BGR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Burkina Faso,BFA,..,..,2.9,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Burundi,BDI,..,..,9.2,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Cabo Verde,CPV,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Cambodia,KHM,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Cameroon,CMR,..,..,1.8,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Canada,CAN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Central African Republic,CAF,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Chad,TCD,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Chile,CHL,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,China,CHN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Colombia,COL,10.9,10.1,9.1,8.7,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Comoros,COM,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,"Congo, Dem. Rep.",COD,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,"Congo, Rep.",COG,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Costa Rica,CRI,6.9,7,7.5,7.6,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Cote d'Ivoire,CIV,..,..,..,11.2,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Croatia,HRV,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Cyprus,CYP,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Czech Republic,CZE,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Denmark,DNK,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Djibouti,DJI,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Dominican Republic,DOM,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,East Asia & Pacific,EAS,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Ecuador,ECU,5.3,5.4,5.1,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,"Egypt, Arab Rep.",EGY,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,El Salvador,SLV,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Equatorial Guinea,GNQ,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Eritrea,ERI,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Estonia,EST,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Ethiopia,ETH,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Europe & Central Asia,ECS,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Fiji,FJI,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Finland,FIN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Fragile and conflict affected situations,FCS,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,France,FRA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Gabon,GAB,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,"Gambia, The",GMB,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Georgia,GEO,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Germany,DEU,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Ghana,GHA,2.5,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Greece,GRC,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Guatemala,GTM,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Guinea,GIN,9.6,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Guinea-Bissau,GNB,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Guyana,GUY,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Haiti,HTI,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Honduras,HND,50.4,47.8,47.7,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Hungary,HUN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Iceland,ISL,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,IDA countries classified as fragile situations,DFS,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,IDA total,IDA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,India,IND,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Indonesia,IDN,1.4,1.3,1.3,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,"Iran, Islamic Rep.",IRN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Iraq,IRQ,2.5,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Ireland,IRL,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Israel,ISR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Italy,ITA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Jamaica,JAM,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Japan,JPN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Jordan,JOR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Kazakhstan,KAZ,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Kenya,KEN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Kiribati,KIR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,"Korea, Rep.",KOR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Kosovo,XKX,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Kyrgyz Republic,KGZ,7.3,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Lao PDR,LAO,2.3,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Latin America & Caribbean,LCN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Latvia,LVA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Lebanon,LBN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Lesotho,LSO,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Liberia,LBR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Lithuania,LTU,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Low & middle income,LMY,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Low income,LIC,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Lower middle income,LMC,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Luxembourg,LUX,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,"Macedonia, FYR",MKD,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Madagascar,MDG,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Malawi,MWI,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Malaysia,MYS,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Maldives,MDV,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Mali,MLI,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Malta,MLT,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Mauritania,MRT,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Mauritius,MUS,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Mexico,MEX,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Middle East & North Africa,MEA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Middle income,MIC,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Moldova,MDA,1.3,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Mongolia,MNG,6.2,..,4.9,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Montenegro,MNE,2.7,2.9,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Morocco,MAR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Mozambique,MOZ,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Myanmar,MMR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Namibia,NAM,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Nepal,NPL,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Netherlands,NLD,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Nicaragua,NIC,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Niger,NER,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Nigeria,NGA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Norway,NOR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Pakistan,PAK,..,3.32,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Palau,PLW,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Panama,PAN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Papua New Guinea,PNG,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Paraguay,PRY,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Peru,PER,3.7,3.3,3.3,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Philippines,PHL,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Poland,POL,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Portugal,PRT,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Romania,ROU,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Russian Federation,RUS,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Rwanda,RWA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Samoa,WSM,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Sao Tome and Principe,STP,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Senegal,SEN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Serbia,SRB,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Seychelles,SYC,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Sierra Leone,SLE,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Slovak Republic,SVK,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Slovenia,SVN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Solomon Islands,SLB,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,South Africa,ZAF,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,South Asia,SAS,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,South Sudan,SSD,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Spain,ESP,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Sri Lanka,LKA,0.3,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,St. Lucia,LCA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Sub-Saharan Africa,SSF,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Sudan,SDN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Suriname,SUR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Swaziland,SWZ,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Sweden,SWE,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Switzerland,CHE,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Syrian Arab Republic,SYR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Tajikistan,TJK,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Tanzania,TZA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Thailand,THA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Timor-Leste,TLS,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Togo,TGO,..,..,..,12.4,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Tonga,TON,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Trinidad and Tobago,TTO,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Tunisia,TUN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Turkey,TUR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Turkmenistan,TKM,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Tuvalu,TUV,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Uganda,UGA,2.5,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Ukraine,UKR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,United Kingdom,GBR,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,United States,USA,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Upper middle income,UMC,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Uruguay,URY,2.3,2.1,1.7,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Uzbekistan,UZB,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Vanuatu,VUT,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,"Venezuela, RB",VEN,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Vietnam,VNM,1,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,West Bank and Gaza,PSE,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,World,WLD,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,"Yemen, Rep.",YEM,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Zambia,ZMB,..,..,..,..,..
Urban poverty gap at national poverty lines (%),SI.POV.URGP,Zimbabwe,ZWE,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Afghanistan,AFG,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Albania,ALB,2.9,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Algeria,DZA,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Angola,AGO,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Argentina,ARG,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Armenia,ARM,5.9,6.3,4.5,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Australia,AUS,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Austria,AUT,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Azerbaijan,AZE,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Bangladesh,BGD,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Belarus,BLR,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Belgium,BEL,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Belize,BLZ,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Benin,BEN,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Bhutan,BTN,0.3,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Bolivia,BOL,12.9,10.4,10.5,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Bosnia and Herzegovina,BIH,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Botswana,BWA,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Brazil,BRA,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Bulgaria,BGR,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Burkina Faso,BFA,..,..,2.9,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Burundi,BDI,..,..,9.2,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Cabo Verde,CPV,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Cambodia,KHM,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Cameroon,CMR,..,..,1.8,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Canada,CAN,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Central African Republic,CAF,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Chad,TCD,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Chile,CHL,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,China,CHN,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Colombia,COL,10.9,10.1,9.1,8.7,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Comoros,COM,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,"Congo, Dem. Rep.",COD,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,"Congo, Rep.",COG,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Costa Rica,CRI,6.9,7,7.5,7.6,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Cote d'Ivoire,CIV,..,..,..,11.2,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Croatia,HRV,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Cyprus,CYP,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Czech Republic,CZE,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Denmark,DNK,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Djibouti,DJI,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Dominican Republic,DOM,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,East Asia & Pacific,EAS,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Ecuador,ECU,5.3,5.4,5.1,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,"Egypt, Arab Rep.",EGY,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,El Salvador,SLV,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Equatorial Guinea,GNQ,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Eritrea,ERI,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Estonia,EST,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Ethiopia,ETH,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Europe & Central Asia,ECS,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Fiji,FJI,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Finland,FIN,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Fragile and conflict affected situations,FCS,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,France,FRA,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Gabon,GAB,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,"Gambia, The",GMB,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Georgia,GEO,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Germany,DEU,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Ghana,GHA,2.5,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Greece,GRC,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Guatemala,GTM,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Guinea,GIN,9.6,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Guinea-Bissau,GNB,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Guyana,GUY,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Haiti,HTI,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Honduras,HND,50.4,47.8,47.7,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Hungary,HUN,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Iceland,ISL,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,IDA countries classified as fragile situations,DFS,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,IDA total,IDA,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,India,IND,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Indonesia,IDN,1.4,1.3,1.3,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,"Iran, Islamic Rep.",IRN,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Iraq,IRQ,2.5,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Ireland,IRL,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Israel,ISR,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Italy,ITA,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Jamaica,JAM,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Japan,JPN,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Jordan,JOR,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Kazakhstan,KAZ,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Kenya,KEN,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Kiribati,KIR,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,"Korea, Rep.",KOR,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Kosovo,XKX,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Kyrgyz Republic,KGZ,7.3,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Lao PDR,LAO,2.3,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Latin America & Caribbean,LCN,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Latvia,LVA,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Lebanon,LBN,..,..,..,..,..
"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,Lesotho,LSO,..,..,..,..,..
